State,Year,Month,tavg,pcp
Nebraska,2009,August,69.4,3.67
Nebraska,2009,July,70.2,3.07
Nebraska,2009,June,66.8,5.52
Nebraska,2009,May,59.1,2.18
Nebraska,2009,April,46.1,2.74
Nebraska,2009,March,37.4,0.69
Nebraska,2009,February,31.8,0.71
Nebraska,2009,January,25.5,0.44
Nebraska,2018,December,28.1,1.97
Nebraska,2018,November,33.5,0.87
Nebraska,2018,October,47.2,2.54
Nebraska,2018,September,65.7,2.74
Nebraska,2018,August,70.8,2.44
Nebraska,2018,July,73.4,4.66
Nebraska,2018,June,72.2,5.26
Nebraska,2018,May,63.8,4.66
Nebraska,2018,April,41.2,1.55
Nebraska,2018,March,38.5,1.14
Nebraska,2018,February,21.7,0.67
Nebraska,2018,January,23.0,0.72
Nebraska,2017,December,26.6,0.4
Nebraska,2017,November,39.9,0.23
Nebraska,2017,October,51.0,2.96
Nebraska,2017,September,65.0,2.72
Nebraska,2017,August,69.0,4.31
Nebraska,2017,July,76.8,2.64
Nebraska,2017,June,70.7,1.53
Nebraska,2017,May,57.0,4.71
Nebraska,2017,April,49.7,2.56
Nebraska,2017,March,42.2,1.55
Nebraska,2017,February,35.4,0.72
Nebraska,2017,January,24.8,1.01
Nebraska,2016,December,23.8,0.82
Nebraska,2016,November,44.3,0.86
Nebraska,2016,October,55.4,1.16
Nebraska,2016,September,65.0,2.21
Nebraska,2016,August,71.8,2.57
Nebraska,2016,July,74.2,3.55
Nebraska,2016,June,73.3,2.2
Nebraska,2016,May,57.2,4.39
Nebraska,2016,April,49.9,5.2
Nebraska,2016,March,43.9,1.16
Nebraska,2016,February,35.0,0.79
Nebraska,2016,January,26.0,0.4
Nebraska,2015,December,29.7,1.6
Nebraska,2015,November,40.1,1.95
Nebraska,2015,October,54.3,1.43
Nebraska,2015,September,68.6,2.54
Nebraska,2015,August,70.9,2.83
Nebraska,2015,July,73.4,3.33
Nebraska,2015,June,69.8,4.73
Nebraska,2015,May,56.2,5.89
Nebraska,2015,April,50.5,2.64
Nebraska,2015,March,42.9,0.24
Nebraska,2015,February,26.1,0.68
Nebraska,2015,January,27.2,0.21
Nebraska,2014,December,28.0,1.12
Nebraska,2014,November,32.2,0.32
Nebraska,2014,October,53.2,1.34
Nebraska,2014,September,62.9,2.57
Nebraska,2014,August,72.2,4.7
Nebraska,2014,July,71.2,1.72
Nebraska,2014,June,68.1,7.23
Nebraska,2014,May,58.5,2.63
Nebraska,2014,April,48.3,1.99
Nebraska,2014,March,35.4,0.5
Nebraska,2014,February,20.8,0.64
Nebraska,2014,January,25.4,0.22
Nebraska,2013,December,22.8,0.27
Nebraska,2013,November,36.0,0.78
Nebraska,2013,October,48.8,2.8
Nebraska,2013,September,68.0,2.32
Nebraska,2013,August,73.8,3.0
Nebraska,2013,July,73.2,2.11
Nebraska,2013,June,68.8,2.43
Nebraska,2013,May,58.5,4.86
Nebraska,2013,April,42.5,2.77
Nebraska,2013,March,34.8,0.95
Nebraska,2013,February,28.8,0.83
Nebraska,2013,January,25.5,0.32
Nebraska,2012,December,27.6,0.72
Nebraska,2012,November,40.0,0.29
Nebraska,2012,October,48.2,0.88
Nebraska,2012,September,64.1,0.49
Nebraska,2012,August,73.0,1.06
Nebraska,2012,July,80.0,1.03
Nebraska,2012,June,73.4,1.65
Nebraska,2012,May,62.3,2.04
Nebraska,2012,April,53.5,3.13
Nebraska,2012,March,50.8,0.57
Nebraska,2012,February,29.3,1.34
Nebraska,2012,January,30.4,0.16
Nebraska,2011,December,28.6,0.59
Nebraska,2011,November,38.2,0.48
Nebraska,2011,October,52.7,1.92
Nebraska,2011,September,60.6,0.88
Nebraska,2011,August,73.9,3.56
Nebraska,2011,July,77.7,3.71
Nebraska,2011,June,68.2,3.99
Nebraska,2011,May,56.0,5.43
Nebraska,2011,April,47.5,2.8
Nebraska,2011,March,37.1,0.88
Nebraska,2011,February,24.5,0.64
Nebraska,2011,January,20.4,0.93
Nebraska,2010,December,26.1,0.37
Nebraska,2010,November,36.7,0.67
Nebraska,2010,October,54.0,0.92
Nebraska,2010,September,63.6,2.04
Nebraska,2010,August,74.8,2.85
Nebraska,2010,July,74.5,4.03
Nebraska,2010,June,69.6,7.4
Nebraska,2010,May,56.3,3.03
Nebraska,2010,April,51.7,2.97
Nebraska,2010,March,39.7,1.69
Nebraska,2010,February,23.0,0.73
Nebraska,2010,January,22.1,0.37
Nebraska,2009,December,18.6,1.14
Nebraska,2009,November,42.2,0.28
Nebraska,2009,October,42.3,3.74
Nebraska,2009,September,61.8,1.52
Nebraska,2009,August,69.4,3.67
Nebraska,2009,July,70.2,3.07
Nebraska,2009,June,66.8,5.52
Nebraska,2009,May,59.1,2.18
Nebraska,2009,April,46.1,2.74
Nebraska,2009,March,37.4,0.69
Nebraska,2009,February,31.8,0.71
Nebraska,2009,January,25.5,0.44
Nevada,2018,December,32.0,0.94
Nevada,2018,November,39.4,0.81
Nevada,2018,October,50.3,1.09
Nevada,2018,September,65.0,0.04
Nevada,2018,August,73.2,0.22
Nevada,2018,July,77.0,0.7
Nevada,2018,June,67.8,0.13
Nevada,2018,May,57.7,1.48
Nevada,2018,April,50.0,0.86
Nevada,2018,March,39.5,1.62
Nevada,2018,February,33.7,0.42
Nevada,2018,January,38.5,0.96
Nevada,2017,December,34.8,0.19
Nevada,2017,November,44.4,0.88
Nevada,2017,October,50.4,0.17
Nevada,2017,September,61.6,0.96
Nevada,2017,August,73.5,0.63
Nevada,2017,July,76.2,0.61
Nevada,2017,June,68.6,0.53
Nevada,2017,May,57.1,0.53
Nevada,2017,April,47.1,1.12
Nevada,2017,March,45.7,1.11
Nevada,2017,February,38.1,1.56
Nevada,2017,January,29.1,2.88
Nevada,2016,December,30.5,1.96
Nevada,2016,November,43.2,0.48
Nevada,2016,October,53.2,1.36
Nevada,2016,September,62.3,0.6
Nevada,2016,August,72.1,0.32
Nevada,2016,July,73.7,0.21
Nevada,2016,June,69.7,0.43
Nevada,2016,May,55.1,1.0
Nevada,2016,April,50.1,1.58
Nevada,2016,March,44.2,1.01
Nevada,2016,February,38.0,0.48
Nevada,2016,January,31.1,1.72
Nevada,2015,December,30.8,1.34
Nevada,2015,November,35.9,1.29
Nevada,2015,October,56.2,1.83
Nevada,2015,September,65.9,0.34
Nevada,2015,August,72.7,0.49
Nevada,2015,July,70.9,1.22
Nevada,2015,June,71.0,0.56
Nevada,2015,May,55.4,2.11
Nevada,2015,April,47.8,0.7
Nevada,2015,March,47.6,0.38
Nevada,2015,February,42.8,0.58
Nevada,2015,January,37.7,0.5
Nevada,2014,December,35.6,1.33
Nevada,2014,November,41.5,0.71
Nevada,2014,October,55.4,0.12
Nevada,2014,September,65.5,1.19
Nevada,2014,August,69.5,1.49
Nevada,2014,July,76.1,0.77
Nevada,2014,June,66.7,0.12
Nevada,2014,May,57.4,0.79
Nevada,2014,April,49.0,0.66
Nevada,2014,March,43.4,1.03
Nevada,2014,February,39.2,1.2
Nevada,2014,January,37.1,0.51
Nevada,2013,December,28.4,0.63
Nevada,2013,November,41.5,0.74
Nevada,2013,October,48.1,0.59
Nevada,2013,September,62.5,1.39
Nevada,2013,August,71.6,0.54
Nevada,2013,July,76.3,0.76
Nevada,2013,June,68.6,0.12
Nevada,2013,May,56.5,0.7
Nevada,2013,April,48.4,0.51
Nevada,2013,March,44.7,0.42
Nevada,2013,February,33.3,0.38
Nevada,2013,January,26.0,0.68
Nevada,2012,December,31.3,1.81
Nevada,2012,November,43.4,0.48
Nevada,2012,October,53.4,0.67
Nevada,2012,September,66.2,0.53
Nevada,2012,August,74.2,1.0
Nevada,2012,July,73.7,0.85
Nevada,2012,June,66.2,0.09
Nevada,2012,May,58.0,0.3
Nevada,2012,April,49.9,0.67
Nevada,2012,March,42.4,1.01
Nevada,2012,February,34.6,0.53
Nevada,2012,January,35.0,0.95
Nevada,2011,December,30.9,0.11
Nevada,2011,November,37.6,0.38
Nevada,2011,October,52.4,0.93
Nevada,2011,September,65.6,0.48
Nevada,2011,August,72.5,0.23
Nevada,2011,July,71.9,0.5
Nevada,2011,June,62.4,0.55
Nevada,2011,May,50.8,1.53
Nevada,2011,April,44.4,1.22
Nevada,2011,March,40.6,1.57
Nevada,2011,February,32.8,0.83
Nevada,2011,January,32.9,0.29
Nevada,2010,December,35.6,2.82
Nevada,2010,November,37.4,1.19
Nevada,2010,October,52.9,2.23
Nevada,2010,September,63.9,0.26
Nevada,2010,August,69.9,0.25
Nevada,2010,July,74.1,0.35
Nevada,2010,June,64.8,0.2
Nevada,2010,May,49.2,1.07
Nevada,2010,April,44.2,1.27
Nevada,2010,March,39.9,0.94
Nevada,2010,February,35.8,1.03
Nevada,2010,January,32.9,1.45
Nevada,2009,December,26.0,1.21
Nevada,2009,November,40.7,0.18
Nevada,2009,October,47.9,0.78
Nevada,2009,September,66.7,0.14
Nevada,2009,August,70.2,0.35
Nevada,2009,July,74.1,0.4
Nevada,2009,June,62.4,1.84
Nevada,2009,May,60.6,0.61
Nevada,2009,April,46.1,1.05
Nevada,2009,March,40.0,0.65
Nevada,2009,February,35.3,1.14
Nevada,2009,January,34.4,0.87
Nevada,2018,December,32.0,0.94
Nevada,2018,November,39.4,0.81
Nevada,2018,October,50.3,1.09
Nevada,2018,September,65.0,0.04
Nevada,2018,August,73.2,0.22
Nevada,2018,July,77.0,0.7
Nevada,2018,June,67.8,0.13
Nevada,2018,May,57.7,1.48
Nevada,2018,April,50.0,0.86
Nevada,2018,March,39.5,1.62
Nevada,2018,February,33.7,0.42
Nevada,2018,January,38.5,0.96
Nevada,2017,December,34.8,0.19
Nevada,2017,November,44.4,0.88
Nevada,2017,October,50.4,0.17
Nevada,2017,September,61.6,0.96
Nevada,2017,August,73.5,0.63
Nevada,2017,July,76.2,0.61
Nevada,2017,June,68.6,0.53
Nevada,2017,May,57.1,0.53
Nevada,2017,April,47.1,1.12
Nevada,2017,March,45.7,1.11
Nevada,2017,February,38.1,1.56
Nevada,2017,January,29.1,2.88
Nevada,2016,December,30.5,1.96
Nevada,2016,November,43.2,0.48
Nevada,2016,October,53.2,1.36
Nevada,2016,September,62.3,0.6
Nevada,2016,August,72.1,0.32
Nevada,2016,July,73.7,0.21
Nevada,2016,June,69.7,0.43
Nevada,2016,May,55.1,1.0
Nevada,2016,April,50.1,1.58
Nevada,2016,March,44.2,1.01
Nevada,2016,February,38.0,0.48
Nevada,2016,January,31.1,1.72
Nevada,2015,December,30.8,1.34
Nevada,2015,November,35.9,1.29
Nevada,2015,October,56.2,1.83
Nevada,2015,September,65.9,0.34
Nevada,2015,August,72.7,0.49
Nevada,2015,July,70.9,1.22
Nevada,2015,June,71.0,0.56
Nevada,2015,May,55.4,2.11
Nevada,2015,April,47.8,0.7
Nevada,2015,March,47.6,0.38
Nevada,2015,February,42.8,0.58
Nevada,2015,January,37.7,0.5
Nevada,2014,December,35.6,1.33
Nevada,2014,November,41.5,0.71
Nevada,2014,October,55.4,0.12
Nevada,2014,September,65.5,1.19
Nevada,2014,August,69.5,1.49
Nevada,2014,July,76.1,0.77
Nevada,2014,June,66.7,0.12
Nevada,2014,May,57.4,0.79
Nevada,2014,April,49.0,0.66
Nevada,2014,March,43.4,1.03
Nevada,2014,February,39.2,1.2
Nevada,2014,January,37.1,0.51
Nevada,2013,December,28.4,0.63
Nevada,2013,November,41.5,0.74
Nevada,2013,October,48.1,0.59
Nevada,2013,September,62.5,1.39
Nevada,2013,August,71.6,0.54
Nevada,2013,July,76.3,0.76
Nevada,2013,June,68.6,0.12
Nevada,2013,May,56.5,0.7
Nevada,2013,April,48.4,0.51
Nevada,2013,March,44.7,0.42
Nevada,2013,February,33.3,0.38
Nevada,2013,January,26.0,0.68
Nevada,2012,December,31.3,1.81
Nevada,2012,November,43.4,0.48
Nevada,2012,October,53.4,0.67
Nevada,2012,September,66.2,0.53
Nevada,2012,August,74.2,1.0
Nevada,2012,July,73.7,0.85
Nevada,2012,June,66.2,0.09
Nevada,2012,May,58.0,0.3
Nevada,2012,April,49.9,0.67
Nevada,2012,March,42.4,1.01
Nevada,2012,February,34.6,0.53
Nevada,2012,January,35.0,0.95
Nevada,2011,December,30.9,0.11
Nevada,2011,November,37.6,0.38
Nevada,2011,October,52.4,0.93
Nevada,2011,September,65.6,0.48
Nevada,2011,August,72.5,0.23
Nevada,2011,July,71.9,0.5
Nevada,2011,June,62.4,0.55
Nevada,2011,May,50.8,1.53
Nevada,2011,April,44.4,1.22
Nevada,2011,March,40.6,1.57
Nevada,2011,February,32.8,0.83
Nevada,2011,January,32.9,0.29
Nevada,2010,December,35.6,2.82
Nevada,2010,November,37.4,1.19
Nevada,2010,October,52.9,2.23
Nevada,2010,September,63.9,0.26
Nevada,2010,August,69.9,0.25
Nevada,2010,July,74.1,0.35
Nevada,2010,June,64.8,0.2
Nevada,2010,May,49.2,1.07
Nevada,2010,April,44.2,1.27
Nevada,2010,March,39.9,0.94
Nevada,2010,February,35.8,1.03
Nevada,2010,January,32.9,1.45
Nevada,2009,December,26.0,1.21
Nevada,2009,November,40.7,0.18
Nevada,2009,October,47.9,0.78
Nevada,2009,September,66.7,0.14
Nevada,2009,August,70.2,0.35
Nevada,2009,July,74.1,0.4
Nevada,2009,June,62.4,1.84
Nevada,2009,May,60.6,0.61
Nevada,2009,April,46.1,1.05
Nevada,2009,March,40.0,0.65
Nevada,2009,February,35.3,1.14
Nevada,2009,January,34.4,0.87
New Hampshire,2018,December,24.7,3.5
New Hampshire,2018,November,31.2,7.75
New Hampshire,2018,October,45.0,4.54
New Hampshire,2018,September,61.1,4.8
New Hampshire,2018,August,69.2,5.86
New Hampshire,2018,July,69.9,4.96
New Hampshire,2018,June,61.4,3.75
New Hampshire,2018,May,57.3,1.65
New Hampshire,2018,April,38.0,4.66
New Hampshire,2018,March,30.3,2.76
New Hampshire,2018,February,27.0,3.43
New Hampshire,2018,January,18.3,4.14
New Hampshire,2017,December,19.6,3.47
New Hampshire,2017,November,34.6,2.04
New Hampshire,2017,October,53.9,7.83
New Hampshire,2017,September,62.2,2.96
New Hampshire,2017,August,64.1,3.66
New Hampshire,2017,July,66.5,3.89
New Hampshire,2017,June,62.6,5.24
New Hampshire,2017,May,52.2,6.55
New Hampshire,2017,April,45.8,4.48
New Hampshire,2017,March,25.3,3.11
New Hampshire,2017,February,26.7,3.12
New Hampshire,2017,January,25.7,2.82
New Hampshire,2016,December,24.4,4.19
New Hampshire,2016,November,37.9,3.04
New Hampshire,2016,October,48.0,4.6
New Hampshire,2016,September,60.5,2.11
New Hampshire,2016,August,68.2,4.17
New Hampshire,2016,July,68.5,3.46
New Hampshire,2016,June,62.6,2.89
New Hampshire,2016,May,54.8,2.43
New Hampshire,2016,April,40.2,2.53
New Hampshire,2016,March,35.2,3.46
New Hampshire,2016,February,25.6,4.72
New Hampshire,2016,January,22.9,1.97
New Hampshire,2015,December,35.2,5.43
New Hampshire,2015,November,39.6,2.36
New Hampshire,2015,October,45.2,4.05
New Hampshire,2015,September,62.7,5.36
New Hampshire,2015,August,67.6,3.59
New Hampshire,2015,July,66.9,3.71
New Hampshire,2015,June,60.2,7.34
New Hampshire,2015,May,58.9,1.95
New Hampshire,2015,April,40.6,2.8
New Hampshire,2015,March,23.8,1.65
New Hampshire,2015,February,8.1,2.42
New Hampshire,2015,January,14.6,3.35
New Hampshire,2014,December,28.7,5.47
New Hampshire,2014,November,33.8,3.27
New Hampshire,2014,October,49.8,5.67
New Hampshire,2014,September,57.8,1.63
New Hampshire,2014,August,64.0,3.58
New Hampshire,2014,July,67.9,7.27
New Hampshire,2014,June,62.8,3.91
New Hampshire,2014,May,54.0,4.56
New Hampshire,2014,April,41.6,3.03
New Hampshire,2014,March,21.6,4.11
New Hampshire,2014,February,18.1,3.68
New Hampshire,2014,January,16.5,3.46
New Hampshire,2013,December,22.2,3.68
New Hampshire,2013,November,33.2,3.89
New Hampshire,2013,October,48.0,1.55
New Hampshire,2013,September,57.4,5.08
New Hampshire,2013,August,64.8,3.34
New Hampshire,2013,July,70.6,5.9
New Hampshire,2013,June,63.2,7.04
New Hampshire,2013,May,54.9,5.48
New Hampshire,2013,April,42.0,2.44
New Hampshire,2013,March,30.8,2.29
New Hampshire,2013,February,23.1,3.09
New Hampshire,2013,January,20.2,1.98
New Hampshire,2012,December,28.7,5.43
New Hampshire,2012,November,34.3,0.8
New Hampshire,2012,October,49.7,5.51
New Hampshire,2012,September,57.5,5.06
New Hampshire,2012,August,68.2,4.76
New Hampshire,2012,July,68.9,2.95
New Hampshire,2012,June,62.1,5.39
New Hampshire,2012,May,57.0,5.74
New Hampshire,2012,April,44.2,3.24
New Hampshire,2012,March,38.9,1.95
New Hampshire,2012,February,26.9,1.14
New Hampshire,2012,January,22.7,3.21
New Hampshire,2011,December,29.4,4.22
New Hampshire,2011,November,40.2,3.41
New Hampshire,2011,October,48.2,6.22
New Hampshire,2011,September,61.0,6.03
New Hampshire,2011,August,66.2,9.09
New Hampshire,2011,July,69.1,2.69
New Hampshire,2011,June,62.1,4.44
New Hampshire,2011,May,55.8,5.09
New Hampshire,2011,April,42.4,5.42
New Hampshire,2011,March,29.3,4.87
New Hampshire,2011,February,18.7,3.44
New Hampshire,2011,January,16.8,2.57
New Hampshire,2010,December,23.1,4.3
New Hampshire,2010,November,36.1,3.66
New Hampshire,2010,October,46.3,7.84
New Hampshire,2010,September,60.1,2.95
New Hampshire,2010,August,66.0,3.75
New Hampshire,2010,July,70.4,3.48
New Hampshire,2010,June,63.0,4.62
New Hampshire,2010,May,56.7,2.29
New Hampshire,2010,April,46.7,2.82
New Hampshire,2010,March,37.0,7.41
New Hampshire,2010,February,25.3,4.1
New Hampshire,2010,January,21.1,2.78
New Hampshire,2009,December,23.2,4.43
New Hampshire,2009,November,40.0,4.1
New Hampshire,2009,October,43.4,5.99
New Hampshire,2009,September,56.0,1.63
New Hampshire,2009,August,67.0,5.17
New Hampshire,2009,July,64.0,7.66
New Hampshire,2009,June,60.2,6.24
New Hampshire,2009,May,53.3,4.7
New Hampshire,2009,April,44.4,3.5
New Hampshire,2009,March,30.1,2.84
New Hampshire,2009,February,21.7,2.37
New Hampshire,2009,January,12.3,3.04
New Hampshire,2018,December,24.7,3.5
New Hampshire,2018,November,31.2,7.75
New Hampshire,2018,October,45.0,4.54
New Hampshire,2018,September,61.1,4.8
New Hampshire,2018,August,69.2,5.86
New Hampshire,2018,July,69.9,4.96
New Hampshire,2018,June,61.4,3.75
New Hampshire,2018,May,57.3,1.65
New Hampshire,2018,April,38.0,4.66
New Hampshire,2018,March,30.3,2.76
New Hampshire,2018,February,27.0,3.43
New Hampshire,2018,January,18.3,4.14
New Hampshire,2017,December,19.6,3.47
New Hampshire,2017,November,34.6,2.04
New Hampshire,2017,October,53.9,7.83
New Hampshire,2017,September,62.2,2.96
New Hampshire,2017,August,64.1,3.66
New Hampshire,2017,July,66.5,3.89
New Hampshire,2017,June,62.6,5.24
New Hampshire,2017,May,52.2,6.55
New Hampshire,2017,April,45.8,4.48
New Hampshire,2017,March,25.3,3.11
New Hampshire,2017,February,26.7,3.12
New Hampshire,2017,January,25.7,2.82
New Hampshire,2016,December,24.4,4.19
New Hampshire,2016,November,37.9,3.04
New Hampshire,2016,October,48.0,4.6
New Hampshire,2016,September,60.5,2.11
New Hampshire,2016,August,68.2,4.17
New Hampshire,2016,July,68.5,3.46
New Hampshire,2016,June,62.6,2.89
New Hampshire,2016,May,54.8,2.43
New Hampshire,2016,April,40.2,2.53
New Hampshire,2016,March,35.2,3.46
New Hampshire,2016,February,25.6,4.72
New Hampshire,2016,January,22.9,1.97
New Hampshire,2015,December,35.2,5.43
New Hampshire,2015,November,39.6,2.36
New Hampshire,2015,October,45.2,4.05
New Hampshire,2015,September,62.7,5.36
New Hampshire,2015,August,67.6,3.59
New Hampshire,2015,July,66.9,3.71
New Hampshire,2015,June,60.2,7.34
New Hampshire,2015,May,58.9,1.95
New Hampshire,2015,April,40.6,2.8
New Hampshire,2015,March,23.8,1.65
New Hampshire,2015,February,8.1,2.42
New Hampshire,2015,January,14.6,3.35
New Hampshire,2014,December,28.7,5.47
New Hampshire,2014,November,33.8,3.27
New Hampshire,2014,October,49.8,5.67
New Hampshire,2014,September,57.8,1.63
New Hampshire,2014,August,64.0,3.58
New Hampshire,2014,July,67.9,7.27
New Hampshire,2014,June,62.8,3.91
New Hampshire,2014,May,54.0,4.56
New Hampshire,2014,April,41.6,3.03
New Hampshire,2014,March,21.6,4.11
New Hampshire,2014,February,18.1,3.68
New Hampshire,2014,January,16.5,3.46
New Hampshire,2013,December,22.2,3.68
New Hampshire,2013,November,33.2,3.89
New Hampshire,2013,October,48.0,1.55
New Hampshire,2013,September,57.4,5.08
New Hampshire,2013,August,64.8,3.34
New Hampshire,2013,July,70.6,5.9
New Hampshire,2013,June,63.2,7.04
New Hampshire,2013,May,54.9,5.48
New Hampshire,2013,April,42.0,2.44
New Hampshire,2013,March,30.8,2.29
New Hampshire,2013,February,23.1,3.09
New Hampshire,2013,January,20.2,1.98
New Hampshire,2012,December,28.7,5.43
New Hampshire,2012,November,34.3,0.8
New Hampshire,2012,October,49.7,5.51
New Hampshire,2012,September,57.5,5.06
New Hampshire,2012,August,68.2,4.76
New Hampshire,2012,July,68.9,2.95
New Hampshire,2012,June,62.1,5.39
New Hampshire,2012,May,57.0,5.74
New Hampshire,2012,April,44.2,3.24
New Hampshire,2012,March,38.9,1.95
New Hampshire,2012,February,26.9,1.14
New Hampshire,2012,January,22.7,3.21
New Hampshire,2011,December,29.4,4.22
New Hampshire,2011,November,40.2,3.41
New Hampshire,2011,October,48.2,6.22
New Hampshire,2011,September,61.0,6.03
New Hampshire,2011,August,66.2,9.09
New Hampshire,2011,July,69.1,2.69
New Hampshire,2011,June,62.1,4.44
New Hampshire,2011,May,55.8,5.09
New Hampshire,2011,April,42.4,5.42
New Hampshire,2011,March,29.3,4.87
New Hampshire,2011,February,18.7,3.44
New Hampshire,2011,January,16.8,2.57
New Hampshire,2010,December,23.1,4.3
New Hampshire,2010,November,36.1,3.66
New Hampshire,2010,October,46.3,7.84
